Title,avgRating,sentiment_rating_category,review/summary,sentiment_category,Genre,Author,Rating_Ordinal,Genre_Encoded,sentiment_categoty_encoded
Confessions of an Economic Hitman,3.564498346196251,Very Good,Interesting take,Good,Biography & Autobiography,John Perkins,4.0,14,3
The Proper Care and Feeding of Marriage,4.2,Must Read,Wonderful!,Very Good,Family & Relationships,Laura Schlessinger,5.0,48,4
The Wonderful Wizard of Oz,4.5510835913312695,Must Read,different than the movie...,Average,Juvenile Fiction,Lyman Frank Baum,5.0,9,2
what's happening to me? the answers to some of the world's most embarrassing questions,4.078431372549019,Must Read,Book - What's Happening To Me?,Average,Social Science,Peter Mayle,5.0,45,2
Snow Crash,4.074424898511502,Must Read,Pizza Mafia Only the Tip of the Iceberg,Average,Fiction,Neal Stephenson,5.0,1,2
Rainbow Six,3.4054593874833556,Very Good,Give me a Break,Average,Games & Activities,Michael Knight,4.0,62,2
Anne Frank the Diary of a Young Girl,4.484597156398104,Must Read,"Inspiring, sad, and haunting",Average,Biography & Autobiography,Anne Frank,5.0,14,2
"Brandy, Balloons, & Lamps: Ami Argand, 1750-1803",5.0,Must Read,The story of Ami Argand who spear-headed modern lighting,Average,Biography & Autobiography,John J. Wolfe,5.0,14,2
Of Mice and Men,4.350707371556218,Must Read,Tay McW--- KeL MiL...Mice and Men,Average,Unknown,Unknown,5.0,0,2
The Last Cattle Drive: 30th Anniversary Edition,4.5625,Must Read,An afternoon read of real characters.,Average,Fiction,Robert Day,5.0,1,2
Sirio: The Story of My Life and Le Cirque,4.5,Must Read,Surprising and Fun,Very Good,Biography & Autobiography,"Sirio Maccioni, Peter J. Elliot",5.0,14,4
Dragons of Darkness,3.5,Very Good,Fun read,Very Good,Juvenile Fiction,Antonia Michaelis,4.0,9,4
No Graves As Yet: A Novel Of World War I,3.135135135135135,Very Good,Time period and setting quite good,Good,Fiction,Anne Perry,4.0,1,3
Barkitecture,4.6923076923076925,Must Read,A delightful collection of unexpected designs.,Very Good,Architecture,Fred Albert,5.0,60,4
More About Life in the World Unseen,3.75,Very Good,"Somewhat Simplistic, Some things Lacking, Others True",Good,Spirit writings,Anthony Borgia,4.0,1398,3
Is a Worry Worrying You?,4.681818181818182,Must Read,Great for kids with anxiety or little ones who have trouble sleeping due to busy minds.,Good,Unknown,Unknown,5.0,0,3
"Dumbing Us Down: The Hidden Curriculum of Compulsory Schooling, 10th Anniversary Edition",4.480225988700565,Must Read,This Guy is a Whistle Blower -,Average,Education,John Taylor Gatto,5.0,21,2
Cosmic consciousness;: A study in the evolution of the human mind,4.407407407407407,Must Read,What he experienced and what he thinks,Average,"Body, Mind & Spirit",Richard Maurice Bucke,5.0,4,2
Moby-Dick Or the Whale,4.0398550724637685,Must Read,Moby Dick,Poor,Unknown,Unknown,5.0,0,1
Persuasion,4.384433962264151,Must Read,Great timing!,Very Good,Fiction,Jane Austen,5.0,1,4
Lonely Planet Costa Rica,3.774193548387097,Very Good,An excellent guide book,Very Good,Unknown,Unknown,4.0,0,4
Snow Treasure,4.451612903225806,Must Read,Terrific Book!,Very Good,Juvenile Fiction,Marie McSwigan,5.0,9,4
Dracula (G. K. Hall (Large Print)),4.33215234720992,Must Read,free for kindle. it's in my queue,Very Good,High interest-low vocabulary books,"Bram Stoker, Grand Theatre Collection (University of Guelph), Aerie Books Ltd, Earle Rice, Paula Wing, Victoria Adilman, Krista Jackson, Michael Shamata, Wal-Mart (Firm), Oliver Dennis",5.0,77,4
Aunt Bee's Mayberry Cookbook,4.862068965517241,Must Read,Retro recipes my grandmothers were probably familiar with,Average,Performing Arts,"Ken Beck, Jim Clark",5.0,33,2
Gold of the Pharaohs,4.666666666666667,Must Read,a real delight,Very Good,Antiques & Collectibles,Henri Stierlin,5.0,107,4
Things That Differ: The Fundamentals of Dispensationalism,4.333333333333333,Must Read,You will finally understand the bible!!!,Average,Bible,Cornelius Richard Stam,5.0,90,2
The Barry Halper Collection of Baseball Memorabilia,4.75,Must Read,A must hast for all baseball fans!!!!!!!!!!!!!!!!!!,Average,Unknown,"""Sothebys (Firm)""",5.0,0,2
Playing Easy to Get,3.977777777777778,Very Good,Advid reader,Average,Fiction,"Kresley Cole, Jaid Black, Sherrilyn Kenyon",4.0,1,2
The Golden Compass,4.507977026164646,Must Read,disc # 8 is incorrect in the set. # 9 disc from The Bourne Legacy is in by mistake.,Average,Unknown,Unknown,5.0,0,2
Left Behind - A Novel Of The Earth's Last Days,4.016302186878727,Must Read,Stodgy Repressed Men Making Money Off of Other's Worries,Poor,FICTION,"Tim F. LaHaye, Jerry B. Jenkins",5.0,47,1
King of the World,4.522222222222222,Must Read,The Greatest,Very Good,Biography & Autobiography,David Remnick,5.0,14,4
From Behind the Red Line: An American Hockey Player in Russia,4.5,Must Read,Great Read,Very Good,Biography & Autobiography,"Tod Hartje, Lawrence Martin",5.0,14,4
The stars in their courses,3.740740740740741,Very Good,A Star Like Asimov,Good,History,Shelby Foote,4.0,8,3
Your Present: A Half Hour of Peace,4.341614906832298,Must Read,"It's an ok cd, but with caveat for certain listeners",Very Good,"Body, Mind & Spirit",Matthew Sockolov,5.0,4,4
Ella Enchanted,4.759967453213995,Must Read,An Addictive Reader,Average,Juvenile Fiction,Gail Carson Levine,5.0,9,2
"Home-Alone America: The Hidden Toll of Day Care, Behavioral Drugs, and Other Parent Substitutes",4.105263157894737,Must Read,Something for Parents to Think About,Average,Family & Relationships,Mary Eberstadt,5.0,48,2
War Against the Weak: Eugenics and America's Campaign to Create a Master Race,4.589743589743589,Must Read,MANY editing errors in Kindle edition,Average,History,Edwin Black,5.0,8,2
Herland,3.4761904761904763,Very Good,A must for any bookshelf.,Average,Fiction,Charlotte Perkins Gilman,4.0,1,2
"Strong Women, Soft Hearts",4.653846153846154,Must Read,"This book deserves an ""Oprah"" audience.",Average,Religion,Paula Rinehart,5.0,6,2
Israel and Settler Society,2.6666666666666665,Good,Problematic in the extreme,Average,Unknown,Unknown,3.0,0,2
"Mayor of Casterbridge (Modern Library, No 17)",4.183098591549296,Must Read,I remember having read this book in high school.,Average,Copyright,Library of Congress. Copyright Office,5.0,31,2
"Pretties (Uglies Trilogy, Book 2)",4.284090909090909,Must Read,Sooo good!,Good,Juvenile Fiction,Scott Westerfeld,5.0,9,3
The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,4.499049429657795,Must Read,The best tool for parents of newborns,Very Good,FAMILY & RELATIONSHIPS,Harvey Karp,5.0,187,4
No Sister Of Mine,4.2,Must Read,"new author, great story, can't wait for more",Very Good,Fiction,Vivien Brown,5.0,1,4
A tree grows in Brooklyn: A novel (Armed Services edition),4.706852791878172,Must Read,BRAND NEW USED BOOK,Average,History,Molly Guptill Manning,5.0,8,2
Java Concurrency in Practice,4.8,Must Read,"Top Notch, advanced, readable and SCARY",Average,Computers,"Brian Goetz, Tim Peierls",5.0,65,2
Appassionata,4.153846153846154,Must Read,Entertaining and funny,Very Good,Fiction,"André Brink, Rob van der Veer",5.0,1,4
House of Mirth,4.411764705882353,Must Read,One of the best novels ever written!,Very Good,Fiction,Edith Wharton,5.0,1,4
Sandspun: Florida Tales by Florida Tellers,5.0,Must Read,Sandspun is a Treasure Chest of Florida Folklore,Good,Unknown,Unknown,5.0,0,3
Picture of Dorian Grey (Classic Library),4.2732824427480915,Must Read,Beware,Average,Unknown,Oscar Wilde,5.0,0,2
The Bear and the Dragon,2.469724770642202,Good,Contractual obligations,Average,Fiction,Tom Clancy,3.0,1,2
Mars Underground,3.0869565217391304,Very Good,Plausible Extrapolation; Topical Subject; Good Story!,Good,Unknown,Unknown,4.0,0,3
Silent Cry (William Monk Novels),4.12,Must Read,As much meticulous historical novel as engrossing mystery,Good,Fiction,Anne Perry,5.0,1,3
Three Wishes,4.666666666666667,Must Read,A great way to show your kids how much you love them!!,Must Read,Fiction,Liane Moriarty,5.0,1,5
"The Gunslinger (The Dark Tower Ser., Bk. I)",4.1069078947368425,Must Read,"A slow start, but a worth while book",Good,Unknown,Richard Bachman,5.0,0,3
Girlfriend in a Coma,3.443243243243243,Very Good,"Well, yes... the ending isn't perfect",Good,Fiction,Douglas Coupland,4.0,1,3
Anne of the Island (Anne of Green Gables),4.843373493975903,Must Read,One of my favourites,Average,Young Adult Fiction,Lucy Maud Montgomery,5.0,35,2
a dram of poison,4.5,Must Read,A truly delightful book to read and re-read.,Must Read,Fiction,Charlotte Armstrong,5.0,1,5
Pride & Prejudice (Classic Library),4.527968596663396,Must Read,Pride and prejudice,Average,Young Adult Fiction,Ibi Zoboi,5.0,35,2
A Cold Day for Murder (Kate Shugak Mystery),3.8867924528301887,Very Good,Dana Stabenow novels,Average,Fiction,Dana Stabenow,4.0,1,2
Jane Eyre (Everyman's Classics),4.490479317137229,Must Read,Good Condition and Quick delivery,Good,Bildungsromans,Charlotte Brontë,5.0,105,3
Blink: The Power of Thinking Without Thinking,3.6956521739130435,Very Good,Sticks with you; read a chapter at a time,Average,Business & Economics,Malcolm Gladwell,4.0,7,2
World on Fire: How Exporting Free Market Democracy Breeds Ethnic Hatred and Global Instability,3.772727272727273,Very Good,Extended NYT Opinion Piece,Average,Business & Economics,Amy Chua,4.0,7,2
Levels of the game,4.266666666666667,Must Read,The Match Wasn't Over,Average,Sports & Recreation,John McPhee,5.0,68,2
The Dispossessed,4.254658385093168,Must Read,Fascinating Comparison Of Socialism With Capitalism,Very Good,Fiction,Ursula K. Le Guin,5.0,1,4
The Key to Midnight,4.116279069767442,Must Read,"His name is Koontz, James Bond Koontz",Average,Fiction,Dean Ray Koontz,5.0,1,2
Diana : Story of a Princess,4.052631578947368,Must Read,I read this book with some trepidation...,Average,Biography & Autobiography,"Tim Clayton, Phil Craig",5.0,14,2
The Mothman Prophecies,3.4397590361445785,Very Good,Mind Bending,Average,"Body, Mind & Spirit",John A. Keel,4.0,4,2
Parenting a Struggling Reader,4.230769230769231,Must Read,Very helpful book,Good,Unknown,Unknown,5.0,0,3
International R & D cooperation: Lessons from the Intelligent Manufacturing Systems proposal (Discussion paper / Manufacturing Forum),5.0,Must Read,The Soviet world that could have been.,Average,Political Science,Birgit Schippers,5.0,16,2
Enduring Love,3.9210526315789473,Very Good,Doesn't quite produce,Average,Fiction,Ian McEwan,4.0,1,2
"Killing Floor (Jack Reacher, No. 1)",4.107508532423208,Must Read,Not as good as #2...,Average,Unknown,Unknown,5.0,0,2
The Man-Eaters of Tsavo and Other East African Adventures (The African Collection),4.296296296296297,Must Read,Man Eaters of Tsavo,Average,"Africa, East",John Henry Patterson,5.0,873,2
Lonesome Dove,4.756756756756757,Must Read,A Missing Scene (Spoilers),Average,Fiction,Larry McMurtry,5.0,1,2
The Hobbit,4.655606407322654,Must Read,Great story,Very Good,Juvenile Fiction,J. R. R. Tolkien,5.0,9,4
The Thought of Thomas Aquinas,5.0,Must Read,The book for neophytes and neo-Thomists,Average,Biography & Autobiography,Brian Davies,5.0,14,2
Tess of Th D'Urbervilles (Pbk)(Oop) (Bloom's Notes),4.169411764705882,Must Read,Beautiful,Very Good,Criticism,Raman Selden,5.0,303,4
"The Naked God, Part 1: Flight",3.897196261682243,Very Good,A Fine Ending to a Unique SF Epic!,Good,Unknown,Unknown,4.0,0,3
The Handmaid's Tale,4.141097424412094,Must Read,Bizarre but Interesting Look at a Fictional Future,Good,Fiction,Margaret Atwood,5.0,1,3
Fahrenheit 451,4.157413056741916,Must Read,Great book for today,Very Good,Book burning,Ray Bradbury,5.0,91,4
"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss and Long-term Health",4.5853825136612025,Must Read,Enlightening,Very Good,Unknown,Unknown,5.0,0,4
Brother Wolf: A Forgotten Promise,4.866666666666666,Must Read,wonderful book for wolf lovers,Must Read,Photography of wolves.,"Jim Brandenburg, James Brandenburg",5.0,1003,5
Perhaps She'll Die: A Chantalene Mystery,4.444444444444445,Must Read,Smooth reading; exciting tale! Terrific!,Must Read,Fiction,M. K. Preston,5.0,1,5
It's Kind of a Funny Story: A Novel,4.473282442748092,Must Read,Can't put it down,Average,Juvenile Fiction,Ned Vizzini,5.0,9,2
The classic ballet: Basic technique and terminology,4.777777777777778,Must Read,Timeless Beauty Revisited,Very Good,Unknown,Unknown,5.0,0,4
"The Mitford Years, Books 1-3: At Home in Mitford / A Light in the Window / These High, Green Hills",4.925925925925926,Must Read,Inspiring read,Good,Fiction,Jan Karon,5.0,1,3
Persuasion,4.384433962264151,Must Read,Persuasion,Average,Fiction,Jane Austen,5.0,1,2
Nothing's Sacred,3.746268656716418,Very Good,Stand ups should stay standing.,Average,Humor,Lewis Black,4.0,127,2
"A commentary on the book of Genesis: Part II, from Noah to Abraham, with an appendix: a fragment of part III (Publications of the Perry Foundation for ... in the Hebrew University of Jerusalem)",4.5,Must Read,Debunking the Documentary Hypothesis with Solid Exegesis,Good,Unknown,Umberto Cassuto,5.0,0,3
The Puritan Dilemma: The Story of John Winthrop (Library of American Biography),3.769230769230769,Very Good,"Excellent treatment of what's often forgotten, dismissed or mythologized",Good,History,Edmund Sears Morgan,4.0,8,3
When We Were Very Young,4.875,Must Read,a literary fountain of youth,Average,"""Childrens poetry""",Alan Alexander Milne,5.0,1226,2
Tara Road,3.9695885509838997,Very Good,Tara Road,Average,Unknown,Unknown,4.0,0,2
Mixed Messages,4.44,Must Read,Nice,Good,Unknown,Anonyme,5.0,0,3
2000 TriBeCa Guide,5.0,Must Read,A Great Guide!,Very Good,NYC,Unknown,5.0,1035,4
Man's Search for Meaning,4.73037542662116,Must Read,"Clear, Simple, Profound ...",Good,Existential psychotherapy,Viktor E Frankl,5.0,139,3
Midnighters #3: Blue Noon,4.239130434782608,Must Read,Excellent young adult fiction,Very Good,Juvenile Fiction,Scott Westerfeld,5.0,9,4
"Tatiana Comes to America: An Ellis Island Story (Doll Hospital, No. 1)",4.75,Must Read,Great Book!,Very Good,Unknown,Unknown,5.0,0,4
Blood Canticle,3.111111111111111,Very Good,A good novel...,Very Good,Fiction,Anne Rice,4.0,1,4
ALICE'S ADVENTURES IN WONDERLAND & THROUGH THE LOOKING GLASS and What Alice Found There (2 volumes),4.092957746478874,Must Read,A MUST HAVE FOR FANS OF TAROT AND/OR ALICE,Average,Fiction,Lewis Carroll,5.0,1,2
THE WORD AS IMAGE,5.0,Must Read,Word As Image - Awesome,Very Good,Design,Ji Lee,5.0,101,4
Foreigner : The Story of Grace Morton,5.0,Must Read,The Story of Grace Morton,Good,Unknown,Unknown,5.0,0,3
Pride and Prejudice,4.522233201581027,Must Read,Pride and Prejudice,Average,Fiction,Jane Austen,5.0,1,2
Wish You Well,4.257062146892656,Must Read,Breaking out of the mold,Average,Fiction,David Baldacci,5.0,1,2
1001 Ways to Market Your Books: For Authors and Publishers (Book Marketing Series),4.681081081081081,Must Read,Entirely Overwhelming - Patience Required,Average,Business & Economics,John Kremer,5.0,7,2
"Tall Cool One (A-List, No. 4)",4.4411764705882355,Must Read,LOVED IT!!!,Very Good,Juvenile Fiction,Zoey Dean,5.0,9,4
Anne of the Island,4.843373493975903,Must Read,The first book I have ever read it twice!!!!!!,Average,Juvenile Fiction,L. M. Montgomery,5.0,9,2
Guests of the Ayatollah: The First Battle in America's War with Militant Islam,4.483606557377049,Must Read,Should be Read by All Americans,Average,History,Mark Bowden,5.0,8,2
Confidential: Uncover Your Competitors' Top Business Secrets Legally and Quickly--and Protect Your Own,4.346153846153846,Must Read,Excellent coverage,Very Good,Business & Economics,John Nolan,5.0,7,4
Atlas Shrugged,4.028934817170112,Must Read,"Great 50 Years Ago, Prophetic Today",Very Good,Unknown,Unknown,5.0,0,4
Lonesome Dove,4.756756756756757,Must Read,Lonesome Dove,Average,Fiction,Larry McMurtry,5.0,1,2
Love In The Time Of Cholera,3.891891891891892,Very Good,Magical,Average,Colombia,"Gabriel García Márquez, Edith Grossman",4.0,53,2
Tess of the d'Urbervilles (Cambridge Literature),4.169411764705882,Must Read,A true classic from Hardy!,Very Good,Fiction,Thomas Hardy,5.0,1,4
The Complete Poetry and Selected Prose of John Donne,4.6923076923076925,Must Read,All of Donne's Brilliant Poetry and the Best of His Prose,Must Read,Poetry,John Donne,5.0,193,5
Stranger in a Strange Land,3.9695712309820195,Very Good,"You either hate it, or absolutely love it.",Good,Fiction,Robert A. Heinlein,4.0,1,3
The Picture of Dorian Gray (The Classic Collection),4.2732824427480915,Must Read,Portrait of An Artist,Average,Unknown,Oscar Wilde,5.0,0,2
Messenger,4.065789473684211,Must Read,A Connection Between Two Worlds,Average,Biography & Autobiography,"Jeni Stepanek, Larry Lindner, Maya Angelou",5.0,14,2
Jack and Jill,3.7142857142857144,Very Good,Enjoyable!,Good,African American police,James Patterson,4.0,960,3
Warped Passages: Unraveling the Mysteries of the Universe's Hidden Dimensions,4.283333333333333,Must Read,Standard Model vs. Strings...,Average,Science,Lisa Randall,5.0,74,2
"Letters on Practical Subjects, to a Daughter",5.0,Must Read,Great Book!,Very Good,Conduct of life,William Buell Sprague,5.0,327,4
Chicka Chicka Boom Boom Book and Audio CD Set (Paperback),4.738341968911917,Must Read,My sons FAVORITE book!,Very Good,Audio-visual education,Unknown,5.0,346,4
A Christmas Carol (Enriched Classics (Pocket)),4.686390532544379,Must Read,Timeless classic,Average,Fiction,Charles Dickens,5.0,1,2
"The New Leader's 100-Day Action Plan: How to Take Charge, Build Your Team, and Get Immediate Results",4.5,Must Read,Great read for upper management positions,Very Good,Unknown,Unknown,5.0,0,4
"'HUMBLE PIE , MY AUTOBIOGRAPHY'",4.35632183908046,Must Read,Great Book!!!!,Very Good,Unknown,Unknown,5.0,0,4
Dawn,4.155963302752293,Must Read,I WAS ADDICTED TO IT !!!,Average,Unknown,Wim van Bezouw,5.0,0,2
"Wings of Morning (These Highland Hills, Book 2)",4.541666666666667,Must Read,Wings of Morning,Average,Fiction,Kathleen Morgan,5.0,1,2
The Princess Bride,4.490022172949002,Must Read,"Pass, the movie has the good parts",Good,Biography & Autobiography,"Cary Elwes, Joe Layden",5.0,14,3
Of Mice & Men,4.35048471290082,Must Read,i'm crying,Average,California,John Steinbeck,5.0,204,2
Rebecca,4.389805097451275,Must Read,If you like Victoria Holt Novels you will LOVE this novel.,Must Read,Unknown,Unknown,5.0,0,5
Travels with Charley,4.277027027027027,Must Read,THIS IS ON MY BUCKET LIST,Average,Travel,John Steinbeck,5.0,23,2
Miss Julia Speaks Her Mind,4.408045977011494,Must Read,"I loved,loved loved this book!",Very Good,Fiction,Ann B. Ross,5.0,1,4
Tender Is the Night,3.892857142857143,Very Good,the jazz age with the rich and glamorous,Must Read,Fiction,F. Scott Fitzgerald,4.0,1,5
I Feel Bad About My Neck: And Other Thoughts on Being a Woman,3.8414376321353068,Very Good,"Funny ""thoughts on being a woman""",Good,Humor,Nora Ephron,4.0,127,3
How to Change the World: Social Entrepreneurs and the Power of New Ideas,4.53030303030303,Must Read,Bornstein's How to Change the World,Average,Business & Economics,David Bornstein,5.0,7,2
The Bear and the Dragon,2.469724770642202,Good,Keep it up Jack Ryan!,Average,Fiction,Tom Clancy,3.0,1,2
"The Power Years: A User's Guide to the Rest of Your Life (Thorndike Health, Home & Learning)",4.071428571428571,Must Read,This Book Changed My Life!!!!!!!!!!!!!!!!,Average,Self-Help,"Ken Dychtwald, Daniel J. Kadlec",5.0,87,2
Hypocrite in a Pouffy White Dress,4.232876712328767,Must Read,Me Talk Pouffy One Day,Average,Biography & Autobiography,Susan Jane Gilman,5.0,14,2
Tales of the City,4.465753424657534,Must Read,Non-stop fun to the very last page,Very Good,City and town life,Armistead Maupin,5.0,430,4
Love Must be Tough,4.518867924528302,Must Read,Great for those with kids &/or marital issues,Very Good,Religion,James C. Dobson,5.0,6,4
Beautiful Child,4.355555555555555,Must Read,Hayden does it agian!,Average,Drama,Nicky Silver,5.0,20,2
Before and After Christmas: Activities for Advent and Ephiphany,5.0,Must Read,Excellent resource for family Advent celebrations,Very Good,Juvenile Nonfiction,"""Debbie Trafton ONeal""",5.0,120,4
Man's Search for Meaning,4.729166666666667,Must Read,Finding Your Purpose,Average,Existential psychotherapy,Viktor E Frankl,5.0,139,2
Peace Like a River,4.297912713472486,Must Read,Peace Like A River,Very Good,Unknown,Unknown,5.0,0,4
Railway Series Boxed Set,4.384615384615385,Must Read,My son loves his Railway Series,Very Good,"""Childrens stories, English""",Thomas,5.0,811,4
"The Lord of the Rings Trilogy (The Fellowship of the Ring, The Two Towers, The Return of the King, I, II, III)",4.576923076923077,Must Read,Simply mesmerising,Average,Fiction,J. R. R. Tolkien,5.0,1,2
REAL Ultimate Power: The Official Ninja Book,4.327586206896552,Must Read,Keep it up,Average,Humor,Robert Hamburger,5.0,127,2
Violet (Seven Brides Series),4.733333333333333,Must Read,One of my favorites,Good,Love stories,Leigh Greenwood,5.0,269,3
The Mirror Looks Back,5.0,Must Read,Passion &amp; Life,Good,Unknown,Unknown,5.0,0,3
I Know What You Did Last Summer,4.136531365313653,Must Read,The book was very different from the movie!!!!!!!!,Average,Young Adult Fiction,Lois Duncan,5.0,35,2
Autobiography of a Yogi,4.407310704960835,Must Read,Finding Peace within,Very Good,Yoga,Yogananda (Paramahansa),5.0,774,4
The Berenstain Bears and Too Much Junk Food,4.242424242424242,Must Read,Well intentioned but...,Good,Juvenile Fiction,"Stan Berenstain, Jan Berenstain",5.0,9,3
New Junior Cookbook,4.41,Must Read,Fun Cooking,Very Good,Cooking,Better Homes & Gardens,5.0,15,4
Ashleigh #6: A Dangerous Ride,4.125,Must Read,TERRIFIC! THOROUGHBRED RULES!,Very Good,Unknown,Ashleigh Bryant Phillips,5.0,0,4
Of Mice and Men,4.350148367952523,Must Read,Good edition for a timeless clasic,Good,Unknown,Unknown,5.0,0,3
East of Eden,4.6061538461538465,Must Read,great read,Very Good,Brothers,John Steinbeck,5.0,174,4
My Life,3.486896551724138,Very Good,A Great Book,Very Good,Juvenile Fiction,Janet Tashjian,4.0,9,4
Preventing Divorce,4.833333333333333,Must Read,This would nip a lot of problems in the bud if actually used,Average,Family & Relationships,"Howard J. Markman, Scott M. Stanley, Susan L. Blumberg",5.0,48,2
Children of the Alley: A Novel,4.190476190476191,Must Read,Children of Sisyphus,Average,Fiction,Naguib Mahfouz,5.0,1,2
Hadji Murad,3.8846153846153846,Very Good,Terrific story... but avoid buying this edition!,Average,Fiction,Leo Tolstoy,4.0,1,2
Earth Abides,4.039130434782609,Must Read,"Not everything lasts, but Earth Abides...!",Average,Fiction,George.R. Stewart,5.0,1,2
Clinical haematology in medical practice,5.0,Must Read,BASICALLY THE BEST BOOK IN BASIC HEMATOLOGY,Very Good,Unknown,"Frank Firkin, Colin Chesterman, Bryan Rush, David Pennigton",5.0,0,4
"Complete Origami/an A-Z of Facts and Folds, With Step-By-Step Instructions for over 100 Projects",4.153846153846154,Must Read,Get out some paper and start having some fun,Very Good,Crafts & Hobbies,Eric Kenneway,5.0,24,4
Use of Weapons,4.2368421052631575,Must Read,Simply the best,Very Good,Fiction,Iain M. Banks,5.0,1,4
"The fountainhead,",4.093388429752066,Must Read,Most challenging and infuriating novel of our time,Average,Architects,Ayn Rand,5.0,222,2
Kundalini; the evolutionary energy in man,4.333333333333333,Must Read,experiencing kundalini,Average,Religion,Gopi Krishna,5.0,6,2
The Alchemist: A Fable about Following Your Dream,4.076576576576577,Must Read,Great book!,Very Good,Unknown,"Billionaire Publishing, 30 Minutes Flip",5.0,0,4
Miss Julia Speaks Her Mind,4.408045977011494,Must Read,Funny but poignant,Good,Fiction,Ann B. Ross,5.0,1,3
Creating a Life: Professional Women and the Quest For Children,3.085714285714286,Very Good,Every Working Woman Should Read This Book!,Average,Family & Relationships,Sylvia Ann Hewlett,4.0,48,2
Numerology and the Divine Triangle,4.824561403508772,Must Read,The best value my money could buy. The book was in great shape!,Must Read,Unknown,Unknown,5.0,0,5
Stone of Tears (Sword of Truth Series),3.940520446096654,Very Good,Good - but not quite as gripping as Wizard's First Rule,Good,Unknown,Unknown,4.0,0,3
Capture the Saint,4.2,Must Read,The Saint is Back -- and as Exciting as Ever!,Very Good,Detective and mystery stories,Burl Barer,5.0,166,4
In Disgrace,4.5,Must Read,No Disgrace Here!,Good,Fiction,J. M. Coetzee,5.0,1,3
The Turing Test (Doctor Who Series),4.285714285714286,Must Read,Great story set in World War II,Good,Fiction,Paul Leonard,5.0,1,3
"Echoes (Star Trek Voyager, No 15)",4.171428571428572,Must Read,At last! Original thought and non formulaic plot!,Good,Performing Arts,"Dean Wesley Smith, Kristine Kathryn Rusch, Nina Hoffman",5.0,33,3
Alfred Hitchcock Presents 12 Stories for Late At Night,4.136568848758465,Must Read,A Must-Read for Anyone Who Cares about Women's Rights,Good,Detective and mystery stories,Alfred Hitchcock,5.0,166,3
Don't Make a Black Woman Take Off Her Earrings: Madea's Uninhibited Commentaries on Love and Life,4.428571428571429,Must Read,My daughter wanted this for her birthday..I found it on Amazon,Good,Humor,Tyler Perry,5.0,127,3
Australian Tarot Deck (Granny Jones),5.0,Must Read,pictures say a thousand words!,Average,Games,"Granny Jones, Rebecca Jones",5.0,2,2
The Pilgrim's France: A Travel Guide to the Saints,4.666666666666667,Must Read,I found this book hard to put down,Average,Religion,"James Heater, Colleen Heater",5.0,6,2
My Life,3.486896551724138,Very Good,I recommend the AUDIO CD Version,Good,Juvenile Fiction,Janet Tashjian,4.0,9,3
The Bean Trees (G K Hall Large Print Book Series),3.9538784067085953,Very Good,This books GREAT!!!!!! Read it if you can.,Must Read,Fiction,Barbara Kingsolver,4.0,1,5
"ERAGON: INHERITANCE, BOOK ONE.",3.834874083519286,Very Good,Eragon,Average,Dragons,Christopher Paolini,4.0,27,2
The Night Stalker: The Life and Crimes of Richard Ramirez,4.604395604395604,Must Read,Great book,Very Good,True Crime,Philip Carlo,5.0,34,4
Jewish as a Second Language,4.142857142857143,Must Read,Not Funny at All - Quite the Contrary,Average,Unknown,Unknown,5.0,0,2
The High Mountains of the Alps,5.0,Must Read,Stupendous!,Average,Sports & Recreation,"Helmut Dumler, Willi P. Burkhardt",5.0,68,2
The sun also rises (The Greatest books of the twentieth century),3.864985163204748,Very Good,Exceptionally Well Written!!!,Very Good,Fiction,Ernest Hemingway,4.0,1,4
FEAR AND LOATHING IN LAS VEGAS a Savage Journey to the Heart of the American Dream,4.545138888888889,Must Read,"Oh, so this is what that movie was trying to say...",Average,Biography & Autobiography,Hunter S. Thompson,5.0,14,2
Mean Markets and Lizard Brains: How to Profit from the New Science of Irrationality,4.025,Must Read,Scale Shedding,Average,Business & Economics,Terry Burnham,5.0,7,2
"A child's garden of verses,",4.704918032786885,Must Read,Wonderful,Very Good,Juvenile Fiction,Robert Louis Stevenson,5.0,9,4
The search for delicious,4.622222222222222,Must Read,Delightful,Very Good,Unknown,Unknown,5.0,0,4
Marvel Encyclopedia: The Hulk,1.4444444444444444,Average,Don't waste your money,Good,Juvenile Fiction,Jeff Youngquist,2.0,9,3
The Myth of Islamic Tolerance: How Islamic Law Treats Non-Muslims,3.5714285714285716,Very Good,Another good one from Spencer,Good,Religion,Robert Spencer,4.0,6,3
Doctrines of the Bible,3.5,Very Good,A Difficult Read but Insightful,Average,Religion,Daniel Kauffman,4.0,6,2
The Immoralist,4.162790697674419,Must Read,Beyond Remorse,Average,Homosexuality,André Gide,5.0,318,2
Tarzan of the Apes,4.473429951690822,Must Read,"great story, I wish it were all there.",Must Read,Fiction,Edgar Rice Burroughs,5.0,1,5
Creative Computer Tools for Artists: Using Software to Develop Drawings and Paintings,5.0,Must Read,Innovative,Good,Art,"Jann Lawrence Pollard, Jerry James Little",5.0,46,3
